Core,Lamp,Robertson Item,Successor Item,Robertson Base Item,Inventory Status,Substitute Item,sku Family,Product Type of sku Family (Electronic or Magnetic) ,Version (Magnetic only),Version Description,"Starting Method (Rapid, Instant, Program)",Lamp Connection (Parallel or Serial), Ballast Factor ,Maximum Possible Lamp Combinations,# of Lamps,Maximum Voltage Combinations, Voltage -120V , Voltage -240V , Voltage -277V, Voltage -347V,Power factor,Dimming (0-10V)  ," Length (in "") "," Width (in "") "," Height (in "") ", Weight (in lbs.) ,Philips-Advance,GE,Osram,Universal,Fulham,Keystone,Hatch,Halco,Radionic Industries
ISL432T8120 /B,F17T8,ISL432T8120 /B,IEA432T8120N /B,IEA432T8120N ,In-Stock,NA,P20135,Electronic,,,Instant,Parallel,  0.83 ,3/4,  4 ,120,Y,N,N,N,Normal,N, 9.44 , 1.38 , 1.06 , 1.30 ,REB-4P32-SC,GE432-120-RES,,B432I120RES-A,NPY-120-432-T8-IS,KTEB-432RIS-1-TP-SL,HL432RIS/12/W,E432IS/R/120/MC,
ISL432T8120 /B,F25T8,ISL432T8120 /B,IEA432T8120N /B,IEA432T8120N ,In-Stock,NA,P20135,Electronic,,,Instant,Parallel,  0.87 ,3/4,  3 ,120,Y,N,N,N,Normal,N, 9.44 , 1.38 , 1.06 , 1.30 ,REB-4P32-SC,,,B432I120RES-A,NPY-120-432-T8-IS,KTEB-432RIS-1-TP-SL,HL432RIS/12/W,E432IS/R/120/MC,
ISL432T8120 /B,F25T8,ISL432T8120 /B,IEA432T8120N /B,IEA432T8120N ,In-Stock,NA,P20135,Electronic,,,Instant,Parallel,  0.82 ,3/4,  4 ,120,Y,N,N,N,Normal,N, 9.44 , 1.38 , 1.06 , 1.30 ,REB-4P32-SC,,,B432I120RES-A,NPY-120-432-T8-IS,KTEB-432RIS-1-TP-SL,HL432RIS/12/W,E432IS/R/120/MC,
ISL432T8120 /B,F32T8,ISL432T8120 /B,IEA432T8120N /B,IEA432T8120N ,In-Stock,NA,P20135,Electronic,,,Instant,Parallel,  0.85 ,3/4,  3 ,120,Y,N,N,N,Normal,N, 9.44 , 1.38 , 1.06 , 1.30 ,REB-4P32-SC,,,B432I120RES-A,NPY-120-432-T8-IS,KTEB-432RIS-1-TP-SL,HL432RIS/12/W,E432IS/R/120/MC,
ISL432T8120 /B,F32T8,ISL432T8120 /B,IEA432T8120N /B,IEA432T8120N ,In-Stock,NA,P20135,Electronic,,,Instant,Parallel,  0.82 ,3/4,  4 ,120,Y,N,N,N,Normal,N, 9.44 , 1.38 , 1.06 , 1.30 ,REB-4P32-SC,,,B432I120RES-A,NPY-120-432-T8-IS,KTEB-432RIS-1-TP-SL,HL432RIS/12/W,E432IS/R/120/MC,
ISL432T8120 /B,F40T8,ISL432T8120 /B,IEA432T8120N /B,IEA432T8120N ,In-Stock,NA,P20135,Electronic,,,Instant,Parallel,  0.83 ,3/4,  3 ,120,Y,N,N,N,Normal,N, 9.44 , 1.38 , 1.06 , 1.30 ,,,,,NPY-120-432-T8-IS,KTEB-432RIS-1-TP-SL,,E432IS/R/120/MC,
IEL332T8120 /B,F17T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  1.03 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEL332T8120 /B,F17T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,2/3,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,KTEB-432-1-IS-N-P,,,
IEL332T8120 /B,F17T8U,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  1.03 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,,,,,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEL332T8120 /B,F17T8U,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,2/3,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,,,,,KTEB-432-1-IS-N-P,,,
IEL332T8120 /B,F25T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  1.03 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEL332T8120 /B,F25T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,2/3,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL332T8120 /B,F25T8U,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  1.03 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,,,,,,,EP232IS/120/MC,
IEL332T8120 /B,F25T8U,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,2/3,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,,,,,,,EP432IS/120/MC,
IEL332T8120 /B,F32T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  1.02 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEL332T8120 /B,F32T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,2/3,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL332T8120 /B,F32T8U,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  1.02 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,,,,EP232IS/120/MC,
IEL332T8120 /B,F32T8U,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,2/3,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,,,,EP432IS/120/MC,
IEL332T8120 /B,F40T8,IEL332T8120   /B,,IEL332T8120   ,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.96 ,2/3,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.30 ,,GE-332-120-N,,,WHCG3-120-T8-IS,,,,
IEL432T8120 /B,F17T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.95 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,,
IEL432T8120 /B,F17T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,3/4,  4 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL432T8120 /B,F17T8U,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.95 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,,,,,KTEB-432-1-IS-N-P,,,
IEL432T8120 /B,F17T8U,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,3/4,  4 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,,,,,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL432T8120 /B,F25T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.93 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL432T8120 /B,F25T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,3/4,  4 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL432T8120 /B,F25T8U,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.93 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,,,,,,,EP432IS/120/MC,
IEL432T8120 /B,F25T8U,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,3/4,  4 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,,,,,,,EP432IS/120/MC,
IEL432T8120 /B,F32T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.92 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL432T8120 /B,F32T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,3/4,  4 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEL432T8120 /B,F32T8U,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.92 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-332-120-N,,,,,,EP432IS/120/MC,
IEL432T8120 /B,F32T8U,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.88 ,3/4,  4 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,,,,EP432IS/120/MC,
IEL432T8120 /B,F40T8,IEL432T8120   /B,,IEL432T8120,Discontinued,NA,NA,Electronic,,,Instant,Parallel,  0.91 ,3/4,  3 ,120,Y,N,N,N,High,N, 9.50 , 1.69 , 1.16 , 1.40 ,,GE-432-120-N,,,WHCG4-120-T8-IS,KTEB-432-1-IS-N-P,,EP432IS/120/MC,
IEU232T8120 /B,F15T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  0.92 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,,,,,KTEB-232-1-IS-N,,,
IEU232T8120 /B,F15T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel, 0.80 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,,,,,KTEB-232-1-IS-N,,,
IEU232T8120 /B,F17T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  1.15 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-132-120-N,,,,KTEB-232-1-IS-N,,,
IEU232T8120 /B,F17T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel, 0.90 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-232-120-N,,,WHCG2-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEU232T8120 /B,F17T8U,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  1.15 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,,,,,KTEB-232-1-IS-N,,,
IEU232T8120 /B,F17T8U,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel, 0.90 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,,,,,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEU232T8120 /B,F25T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  1.07 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-132-120-N,,,WHCG2-120-T8-IS,KTEB-232-1-IS-N,,,
IEU232T8120 /B,F25T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-232-120-N,,,WHCG2-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEU232T8120 /B,F25T8U,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  1.07 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,,,,,,,,
IEU232T8120 /B,F25T8U,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,,,,,,,EP232IS/120/MC,
IEU232T8120 /B,F32T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  1.05 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-132-120-N,,,WHCG2-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEU232T8120 /B,F32T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  0.88 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-232-120-N,,,WHCG2-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
IEU232T8120 /B,F32T8U,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  1.05 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-132-120-N,,,,,,EP232IS/120/MC,
IEU232T8120 /B,F32T8U,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  0.88 ,1/2,  2 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-232-120-N,,,,,,EP232IS/120/MC,
IEU232T8120 /B,F40T8,IEU232T8120 /B,,IEU232T8120 ,Substitute item, ISA232T8HEMV,P20123,Electronic,,,Instant,Parallel,  0.95 ,1/2,  1 ,120,Y,N,N,N,High,N, 9.50 , 1.19 , 1.06 ,  0.88 ,,GE-232-120-N,,,WHCG2-120-T8-IS,KTEB-232-1-IS-N,,EP232IS/120/MC,
ISA232T8HEMV /A,F17T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.92 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMV /A,F17T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel, 1.10 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMV /A,F17T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.92 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,,B232IUNVHE-N,,KTEB-232-UV-IS-N-P,,EP232IS/MV/HE,
ISA232T8HEMV /A,F17T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel, 1.10 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,,B232IUNVHE-N,,KTEB-232-UV-IS-N-P,,EP232IS/MV/HE,
ISA232T8HEMV /A,F25T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMV /A,F25T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.08 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMV /A,F25T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F25T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.08 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F28T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,,GE-232-MAX-N/Ultra,,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F28T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.06 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,,GE-232-MAX-N/Ultra,,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F28T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,,,,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F28T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.06 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,,,,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F32T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,QHE2X32T8/UNV-ISN-SC-1,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMV /A,F32T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.06 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,QHE1X32T8/UNV-ISN-SC-1,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMV /A,F32T8ES/25,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,QHE2X32T8/UNV-ISN-SC-1,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,,EP232IS/MV/HE,
ISA232T8HEMV /A,F32T8ES/25,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.08 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,QHE1X32T8/UNV-ISN-SC-1,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,,EP232IS/MV/HE,
ISA232T8HEMV /A,F32T8ES/28,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,QHE2X32T8/UNV-ISN-SC-1,B232IUNV104-A,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,,,
ISA232T8HEMV /A,F32T8ES/28,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.08 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,QHE1X32T8/UNV-ISN-SC-1,,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,,,
ISA232T8HEMV /A,F32T8ES/30,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,QHE2X32T8/UNV-ISN-SC-1,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,,,
ISA232T8HEMV /A,F32T8ES/30,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.06 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,,QHE1X32T8/UNV-ISN-SC-1,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,,,
ISA232T8HEMV /A,F32T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  0.89 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,QHE2X32T8/UNV-ISN-SC-1,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F32T8U,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel,  1.06 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-232-MAX-N/Ultra,QHE1X32T8/UNV-ISN-SC-1,B232IUNVHE-N,,,,EP232IS/MV/HE,
ISA232T8HEMV /A,F40T8,ISA232T8HEMV /A,,ISA232T8HEMV ,In-Stock,NA,P20123,Electronic,,,Instant,Parallel, 1.00 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 , 1.38 , 1.13 , 1.00 ,IOPA-2P32-N,GE-259-MAX-N/Ultra,,B232IUNVHE-N,WHSG2-UNV-T8-IS,KTEB-232-UV-IS-N-P,HL232BIS/UV/HE/W,EP232IS/MV/HE,
ISA232T8HEMVL /A,F17T8,ISA232T8HEMVL /A,,ISA232T8HEMVL ,In-Stock,NA,P20014,Electronic,,,Instant,Parallel, 0.80 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 ,  1.38 ,  1.13 , 1.00 ,IOPA-2P32-LW-N,GE-232-MAX-L/Ultra,,B232IUNVEL-N,WHSG2-UNV-T8-LB,KTEB-232-UV-IS-L-P,HL232BIS/UV/HE/W,EP232IS/L/MV/HE,
ISA232T8HEMVL /A,F17T8,ISA232T8HEMVL /A,,ISA232T8HEMVL ,In-Stock,NA,P20014,Electronic,,,Instant,Parallel,  0.96 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 ,  1.38 ,  1.13 , 1.00 ,IOPA-2P32-LW-N,GE-232-MAX-L/Ultra,,B132IUNVEL‐N,WHSG2-UNV-T8-LB,KTEB-232-UV-IS-L-P,HL132BIS/UV/HE/W,EP232IS/L/MV/HE,
ISA232T8HEMVL /A,F17T8U,ISA232T8HEMVL /A,,ISA232T8HEMVL ,In-Stock,NA,P20014,Electronic,,,Instant,Parallel, 0.80 ,1/2,  2 ,120/277,Y,N,Y,N,High,N, 9.50 ,  1.38 ,  1.13 , 1.00 ,IOPA-2P32-LW-N,,,B232IUNVEL-N,,KTEB-232-UV-IS-L-P,,EP232IS/L/MV/HE,
ISA232T8HEMVL /A,F17T8U,ISA232T8HEMVL /A,,ISA232T8HEMVL ,In-Stock,NA,P20014,Electronic,,,Instant,Parallel,  0.96 ,1/2,  1 ,120/277,Y,N,Y,N,High,N, 9.50 ,  1.38 ,  1.13 , 1.00 ,IOPA-2P32-LW-N,,,B132IUNVEL‐N,,KTEB-232-UV-IS-L-P,,EP232IS/L/MV/HE,
