sku,store,attribute_set,name,base_item,sku_family,type,visibility,simples_skus,configurable_attributes ,tax_class_id,packaging_type_rank,packaging_type,package_piececount,package_count,version_number,slash_letter,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,short_description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting,weight,sku_length,sku_height,sku_width,sku_weight,lamps,predecessor_item,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
ISA259T8120 /A,default,Discontinued_Simple_Set,ISA259T8120 /A,ISA259T8120,,simple,1,, __MAGMI_IGNORE__ ,2,,,, __MAGMI_IGNORE__ , __MAGMI_IGNORE__ , A ,4,Discontinued,4,Discontinued,Leaded,Electronic,"Discontinued/Unavailable  - Predecessor to ISA259T8MV - Fluorescent eBallast Instant Start, 120 Vac, 50-60Hz, Normal Ballast Factor, HPF, Operates 1 or 2 F96T8","Discontinued/Unavailable  - Predecessor to ISA259T8MV - Fluorescent eBallast Instant Start, 120 Vac, 50-60Hz, Normal Ballast Factor, HPF, Operates 1 or 2 F96T8",47-63,0.01,,,Leads both ends,Instant,Parallel,0.88,1/2,2,T8, Yes , No ,67-112,,120,High,0.98,120 +5% -10%,0.25-0.94,-18 (16 for Energy Saving Lamps), A ,N,"ANSI C62.41 , ANSI C82.11, FCC PART 18 (Class A), Class P, Type HL, Type 1 Outdoor","UL/935, CSA Certified (cUL)",  -   ,  -   ,9.5,1.38,1.13,8.88,18,1.1,,,,,F96T8,,,,,,ISA259T8MV,,,,,,,734832016748,12E,
ISA259T8120,default,Discontinued_Configurable_Set,ISA259T8120,ISA259T8120,,configurable,4,ISA259T8120 /A,slash_letter,2,,,,,,,4,Discontinued,4,Discontinued,Leaded,Electronic,"Discontinued/Unavailable  - Predecessor to ISA259T8MV - Fluorescent eBallast Instant Start, 120 Vac, 50-60Hz, Normal Ballast Factor, HPF, Operates 1 or 2 F96T8","Discontinued/Unavailable  - Predecessor to ISA259T8MV - Fluorescent eBallast Instant Start, 120 Vac, 50-60Hz, Normal Ballast Factor, HPF, Operates 1 or 2 F96T8",47-63,0.01,,,Leads both ends,Instant,Parallel,0.88,1/2,2,T8, Yes , No ,67-112,,120,High,0.98,120 +5% -10%,0.25-0.94,-18 (16 for Energy Saving Lamps), A ,N,"ANSI C62.41 , ANSI C82.11, FCC PART 18 (Class A), Class P, Type HL, Type 1 Outdoor","UL/935, CSA Certified (cUL)",  -   ,  -   ,9.5,1.38,1.13,8.88,18,1.1,,,,,F96T8,,,,,,ISA259T8MV,,,,,,,734832016748,12E,
