sku,store,attribute_set,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting, weight ,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
3P20079,default,Grouper,IEL432T8120 /B,IEL432T8120,P20079                       ,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, Instant Start, 3 or 4 lamp, T8 (F32T8), HPF, 120 VAC, Consumer Rated, -18C Min Start Temp",47-63,12.95, $ 12.95 ,,Leads both ends,Instant ,Parallel,  0.95 ,3/4,  4 , T8 , Yes , No , 50-112 ,  -   ,120,High, 0.95-0.99 , 120 Â±10% , 0.42-0.93 , -18 (16 for Energy Saving Lamps) , A ,N," ANSI C62.41 , ANSI C82.11, ENERGY STAR , FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor  "," UL/935, CSA Certified (cUL) ",  -   ,  -   , 9.50 , 1.69 , 1.16 ,  8.88 ,  18.00 , 1.40 ,,,,,"F17T8, F17T8U, F25T8, F25T8U, F32T8, F32T8U, F40T8",,,,,,,,,,,"[""GE432120N"", ""WHCG4120T8IS"", ""KTEB4321ISNP"", ""EP432IS120MC""]",734832004720,12A,
5P20079,default,Grouper,IEL432T8120 /B,IEL432T8120,P20079                       ,simple,3, Searchable ,,  2 ,5,10,10,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, Instant Start, 3 or 4 lamp, T8 (F32T8), HPF, 120 VAC, Consumer Rated, -18C Min Start Temp",47-63,112.95, $ 11.30 ,,Leads both ends,Instant ,Parallel,  0.88 ,3/4,  4 , T8 , Yes , No , 50-112 ,,120,High, 0.95-0.99 , 120 Â±10% , 0.42-0.93 , -18 (16 for Energy Saving Lamps) , A ,N," ANSI C62.41 , ANSI C82.11, ENERGY STAR , FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor  "," UL/935, CSA Certified (cUL) ",  -   ,  -   , 9.50 , 1.69 , 1.16 ,  8.88 ,  18.00 , 1.40 ,,,,,"F17T8, F17T8U, F25T8, F25T8U, F32T8, F32T8U, F40T8",,,,,,,,,,,"[""GE432120N"", ""WHCG4120T8IS"", ""KTEB4321ISNP"", ""EP432IS120MC""]",,12A,
IES232T8120/B,default,Grouper,IES232T8120 /B,IES232T8120,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Instant ,Parallel,  1.07 ,1/2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,  0.97 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,  999.99 ,,,,,"F17T8, F25T8, F32T8, F40T8",,,,,,,,,,,,,,
IEU232T8120/B,default,Grouper,IEU232T8120 /B,IEU232T8120,P20018,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,47-63,0.00, $ -   ,,Leads both ends,Instant ,Parallel,  0.92 ,1/2,  2 , T8 , Yes , No , 17-58 , Single ,120,High, 0.96-0.99 , 120 Â±10% , 0.16-0.49 , -18 (16 for Energy Saving Lamps) , A ,N," ANSI C62.41 , ANSI C82.11 , ENERGY STAR 4.0 , FCC PART 18 (Class B), Class P, Type HL, Type 1 Outdoor , Type CC "," UL/935 , CSA Certified (cUL)  ",  -   ,  -   , 9.50 , 1.19 , 1.06 ,  8.94 ,  18.00 ,  0.88 ,,,,,"F15T8, F17T8, F17T8U, F25T8, F25T8U, F32T8, F32T8U, F40T8",,,, ISA232T8HEMV /A, ISA232T8HEMV,Electronic,Ongoing,Active,P20123,Leaded,"[""KTEB2321ISN""]",,3H,
3M10232,default,Grouper,IS1425PUV /A,IS1425PUV,M10232,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,IS,220/50(1)G10T5½  V2",50,77.95, $ 77.95 ,,Leads both ends,Instant ,,,1,  1 , Germicidal , Yes , No ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G10T5½,,,,,,,,,,,,734832009251,,
IS1426PUV/A,default,Grouper,IS1426PUV /A,IS1426PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,1,  1 , Germicidal ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G10T5½,,,,,,,,,,,,,,
IS1445PUV/A,default,Grouper,IS1445PUV /A,IS1445PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 , Germicidal , Yes , No ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G10T5½,,,,,,,,,,,,,,
IS14PUV/A,default,Grouper,IS14PUV /A,IS14PUV,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G10T5½,,,,REI164G6MV    AM,REI164G6MV ,Electronic,Ongoing,Active,P20211,Leaded,,,,
IS14PUV/B,default,Grouper,IS14PUV /B,IS14PUV,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G10T5½,,,,REI164G6MV    AM,REI164G6MV ,Electronic,Ongoing,Active,P20211,Leaded,,,,
IS14PUV/C,default,Grouper,IS14PUV /C,IS14PUV,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 , Germicidal ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,GSL450,,,,REI164G6MV    AM,REI164G6MV ,Electronic,Ongoing,Active,P20211,Leaded,,,,
IS14PUV/D,default,Grouper,IS14PUV /D,IS14PUV,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G10T5½,,,,REI164G6MV    AM,REI164G6MV ,Electronic,Ongoing,Active,P20211,Leaded,,,,
IS175P,default,Grouper,IS175P,IS175P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS175P/B,default,Grouper,IS175P /B,IS175P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS196CCPL/A,default,Grouper,IS196CCPL /A,IS196CCPL,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,,Instant ,,,,,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,,,,,,,,,,,,,,,
IS214PUV/A,default,Grouper,IS214PUV /A,IS214PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal , Yes , No ,  -   , Single ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G24T6,,,,,,,,,,,,,,
3M10233,default,Grouper,IS22525P /A,IS22525P,M10233,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,220/50 2-F42T6 V2 ",50,143.95, $ 143.95 ,,Leads both ends,Instant ,,,2,  2 , T6 , Yes , No ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F42T6,,,,,,,,,,,,734832009268,,
IS236110P/A,default,Grouper,IS236110P /A,IS236110P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,110,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6H,,,,,,,,,,,,,,
IS2362005PUV/A,default,Grouper,IS2362005PUV /A,IS2362005PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal ,  -   ,  -   ,  -   ,  -   ,200,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
IS23625P/A,default,Grouper,IS23625P /A,IS23625P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
IS23625P/B,default,Grouper,IS23625P /B,IS23625P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal , Yes , No ,  -   , Single ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
IS23626PUV/A,default,Grouper,IS23626PUV /A,IS23626PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,DK,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
IS23645PUV/A,default,Grouper,IS23645PUV /A,IS23645PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal ,  -   ,  -   ,  -   ,  -   ,240,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
3M10679,default,Grouper,IS236P /A,IS236P,M10679,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,120/60(2)G36T6H V2",60,126.95, $ 126.95 ,,Leads both ends,Instant ,,,2,  2 , Germicidal , Yes , No ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6H,,,,,,,,,,,,734832015382,,
IS236P/B,default,Grouper,IS236P /B,IS236P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , Germicidal ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
3M10234,default,Grouper,IS259PO /A,IS259PO,M10234,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,120/60 2-F096T8 V2",60,127.95, $ 127.95 ,,Leads both ends,Instant ,,,2,  2 , T8 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F096T8,,,,,,,,,,,,734832009275,,
IS259PO/B,default,Grouper,IS259PO /B,IS259PO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T8 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F096T8,,,,,,,,,,,,,,
IS26425,default,Grouper,IS26425,IS26425,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F4T5,,,,,,,,,,,,,,
IS264P/A,default,Grouper,IS264P /A,IS264P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F64T6,,,,,,,,,,,,,,
IS27525P/A,default,Grouper,IS27525P /A,IS27525P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 , Yes , No ,  -   , Single ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS27526P/A,default,Grouper,IS27526P /A,IS27526P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS27527P/A,default,Grouper,IS27527P /A,IS27527P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS27527P/B,default,Grouper,IS27527P /B,IS27527P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS27527P/C,default,Grouper,IS27527P /C,IS27527P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS27527P/D,default,Grouper,IS27527P /D,IS27527P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,277,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS27535P/A,default,Grouper,IS27535P /A,IS27535P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F72T8,,,,,,,,,,,,,,
IS27536P/A,default,Grouper,IS27536P /A,IS27536P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 , Yes , No ,  -   , Single ,230,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F72T12,,,,,,,,,,,,,,
IS27545P/A,default,Grouper,IS27545P /A,IS27545P,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,DK,0.00, $ -   ,,,Instant ,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,,,,,,,,,,,,,,,
IS275P/A,default,Grouper,IS275P /A,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/B,default,Grouper,IS275P /B,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/C,default,Grouper,IS275P /C,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/D,default,Grouper,IS275P /D,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/E,default,Grouper,IS275P /E,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/F,default,Grouper,IS275P /F,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F84T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/G,default,Grouper,IS275P /G,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F84T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P/H,default,Grouper,IS275P /H,IS275P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,ISL296T12MV,ISL296T12MV,Electronic,Ongoing,Active,P20158,Leaded,,,,
IS275P1105/A,default,Grouper,IS275P1105 /A,IS275P1105,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,110,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F72T12,,,,,,,,,,,,,,
IS275P1105/B,default,Grouper,IS275P1105 /B,IS275P1105,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,110,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F72T12,,,,,,,,,,,,,,
3M10235,default,Grouper,IS275P1105 /C,IS275P1105,M10235,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,HPF,110/50(2)F72T12 V2",50,115.95, $ 115.95 ,,Leads both ends,Instant ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,110,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F72T12,,,,,,,,,,,,734832009282,,
IS275PFO/A,default,Grouper,IS275PFO /A,IS275PFO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS275PFO/B,default,Grouper,IS275PFO /B,IS275PFO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS275PFO/C,default,Grouper,IS275PFO /C,IS275PFO,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,F96T12,,,,,,,,,,,,,,
IS280TP/A,default,Grouper,IS280TP /A,IS280TP,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Instant ,,,,,  -   ,  -   ,  -   ,  -   ,  -   ,120,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,80W-U,,,,,,,,,,,,,,
IS362005PUV/A,default,Grouper,IS362005PUV /A,IS362005PUV,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Instant ,,,1,  1 , Germicidal ,  -   ,  -   ,  -   ,  -   ,200,High,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,  999.99 ,,,,,G36T6,,,,,,,,,,,,,,
