sku,attribute_set,store,,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting,weight,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
048P/B,Grouper,default,,048P /B,048P,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,,Preheat ,,,1,  1 , T5 ,,,,,120,Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED2L10120RR/A,Grouper,default,,RED2L10120RR /A,RED2L10120RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/B,Grouper,default,,RED2L10120RR /B,RED2L10120RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/C,Grouper,default,,RED2L10120RR /C,RED2L10120RR,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,DK,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/D,Grouper,default,,RED2L10120RR /D,RED2L10120RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/E,Grouper,default,,RED2L10120RR /E,RED2L10120RR,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,DK,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/F,Grouper,default,,RED2L10120RR /F,RED2L10120RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/G,Grouper,default,,RED2L10120RR /G,RED2L10120RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/H,Grouper,default,,RED2L10120RR /H,RED2L10120RR,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10120RR/I,Grouper,default,,RED2L10120RR /I,RED2L10120RR,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,DK,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,PSM213CQMVDWCEST,PSM213CQMVDWCE,Electronic,Ongoing ,Active,P20190                    ,Connector,,,,
RED2L10230/A,Grouper,default,,RED2L10230 /A,RED2L10230,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/24q, CFTR26W/GX24q",,,,,,,,,,,,,,
RED2L10230/B,Grouper,default,,RED2L10230 /B,RED2L10230,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/24q, CFTR26W/GX24q",,,,,,,,,,,,,,
RED2L10277/A,Grouper,default,,RED2L10277 /A,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/B,Grouper,default,,RED2L10277 /B,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/C,Grouper,default,,RED2L10277 /C,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/D,Grouper,default,,RED2L10277 /D,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/E,Grouper,default,,RED2L10277 /E,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/F,Grouper,default,,RED2L10277 /F,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/G,Grouper,default,,RED2L10277 /G,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277/O,Grouper,default,,RED2L10277 /O,RED2L10277,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
RED2L10277H/A,Grouper,default,,RED2L10277H /A,RED2L10277H,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277H/B,Grouper,default,,RED2L10277H /B,RED2L10277H,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277H/C,Grouper,default,,RED2L10277H /C,RED2L10277H,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center),,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277H/D,Grouper,default,,RED2L10277H /D,RED2L10277H,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277H/E,Grouper,default,,RED2L10277H /E,RED2L10277H,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277H/F,Grouper,default,,RED2L10277H /F,RED2L10277H,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277H/O,Grouper,default,,RED2L10277H /O,RED2L10277H,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,PSP242TRMVDW  ST,PSP242TRMVDW,Electronic,Ongoing ,Active,P20146                       ,Leaded,,,,
RED2L10277R/A,Grouper,default,,RED2L10277R /A,RED2L10277R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,PSM218CQMVDWCEST,PSM218CQMVDWCE,Electronic,Ongoing ,Active,P20161                       ,Connector,,,,
RED2L10277R/B,Grouper,default,,RED2L10277R /B,RED2L10277R,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center),,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,PSM218CQMVDWCEST,PSM218CQMVDWCE,Electronic,Ongoing ,Active,P20161                       ,Connector,,,,
RED2L10277R/C,Grouper,default,,RED2L10277R /C,RED2L10277R,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,PSM218CQMVDWCEST,PSM218CQMVDWCE,Electronic,Ongoing ,Active,P20161                       ,Connector,,,,
RED2L10277R/D,Grouper,default,,RED2L10277R /D,RED2L10277R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,PSM218CQMVDWCEST,PSM218CQMVDWCE,Electronic,Ongoing ,Active,P20161                       ,Connector,,,,
RED2L10277R/E,Grouper,default,,RED2L10277R /E,RED2L10277R,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,PSM218CQMVDWCEST,PSM218CQMVDWCE,Electronic,Ongoing ,Active,P20161                       ,Connector,,,,
RED2L10277R/F,Grouper,default,,RED2L10277R /F,RED2L10277R,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,PSM218CQMVDWCEST,PSM218CQMVDWCE,Electronic,Ongoing ,Active,P20161                       ,Connector,,,,
RED2L10277RR/A,Grouper,default,,RED2L10277RR /A,RED2L10277RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/B,Grouper,default,,RED2L10277RR /B,RED2L10277RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/C,Grouper,default,,RED2L10277RR /C,RED2L10277RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/D,Grouper,default,,RED2L10277RR /D,RED2L10277RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/E,Grouper,default,,RED2L10277RR /E,RED2L10277RR,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center),,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/F,Grouper,default,,RED2L10277RR /F,RED2L10277RR,NA,simple,3, Searchable ,,,,,,1,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads one end,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/G,Grouper,default,,RED2L10277RR /G,RED2L10277RR,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L10277RR/H,Grouper,default,,RED2L10277RR /H,RED2L10277RR,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ13W/24d, CFTR13W/GX24d",,,,,,,,,,,,,,
RED2L20347/A,Grouper,default,,RED2L20347 /A,RED2L20347,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/24q, CFTR26W/GX24q",,,,,,,,,,,,,,
RED2L20347/B,Grouper,default,,RED2L20347 /B,RED2L20347,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/24q, CFTR26W/GX24q",,,,,,,,,,,,,,
RED2L20347/C,Grouper,default,,RED2L20347 /C,RED2L20347,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/24q, CFTR26W/GX24q",,,,,,,,,,,,,,
RED2L20347/D,Grouper,default,,RED2L20347 /D,RED2L20347,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center),,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ26W/24q, CFTR26W/GX24q",,,,,,,,,,,,,,
RED2L20347H/A,Grouper,default,,RED2L20347H /A,RED2L20347H,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,,,,,,,,,,,
RED2L20347H/B,Grouper,default,,RED2L20347H /B,RED2L20347H,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,,,,,,,,,,,
RED2L20347H/C,Grouper,default,,RED2L20347H /C,RED2L20347H,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,347,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,CFTR32W/GX24q,,,,,,,,,,,,,,
RED2L20347R/A,Grouper,default,,RED2L20347R /A,RED2L20347R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
RED2L20347R/B,Grouper,default,,RED2L20347R /B,RED2L20347R,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
RED2L20347R/C,Grouper,default,,RED2L20347R /C,RED2L20347R,NA,simple,3, Searchable ,,,,,,4,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center)/2-studs,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
RED2L20347R/D,Grouper,default,,RED2L20347R /D,RED2L20347R,NA,simple,3, Searchable ,,,,,,3,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Bottom leads (center),,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"CFQ18W/G24d, CFTR18W/GX24d",,,,,,,,,,,,,,
REH239120/A,Grouper,default,,REH239120 /A,REH239120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
REH239120/B,Grouper,default,,REH239120 /B,REH239120,NA,simple,3, Searchable ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,,,,,,,,,,,,,,,
