sku,attribute_set,store,,name,base_item,sku_family,type,visibility,visibility_def,simples_skus,packaging_type_rank,packaging_type,package_count,package_piececount,version_number,overall_status_rank,overall_status,specific_status_rank,specific_status,lead_style,product_type,description,frequency_hertz,price,price_piece,min_order_qty,version_description,starting_method,lamp_connection,ballast_factor,lamp_combinations,number_of_lamps,lamp_type,rohs_compliant,energy_star,input_power,input_type,max_voltage_combinations,power_factor,power_factor_value,line_voltage,line_current,min_start_temp,sound_rating,dimming_status,standards,approvals,ul_temp_code,product_patent,length_inches,width_inches,height_inches,mounting,remote_mounting,weight,sku_length,sku_height,sku_width,sku_weight,lamps,successor_item,successor_base_item,successor_item_sku_family,substitute_item,substitute_base_item,substitute_item_product_type,substitute_item_overall_status,substitute_item_specific_status,substitute_item_sku_family,substitute_item_item_lead_style,competitor_cross,external_product_id,case_style,eol
3M10467,Grouper,default,,SS214 /B,SS214,M10467,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/60(2) F14T8 V2",60,53.95, $ 53.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F14T8,,,,,,,,,,,,734832012312,,
SS21526/A,Grouper,default,,SS21526 /A,SS21526,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,G10T5,,,,,,,,,,,,,,
SS215P/A,Grouper,default,,SS215P /A,SS215P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F15T8,,,,,,,,,,,,,,
3M10644,Grouper,default,,SS215P /B,SS215P,M10644,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/6(2)F15T8   V2",60,51.95, $ 51.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F15T8,,,,,,,,,,,,734832014682,,
SS215P/C,Grouper,default,,SS215P /C,SS215P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F15T12,,,,,,,,,,,,,,
SS215P/D,Grouper,default,,SS215P /D,SS215P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F15T8,,,,,,,,,,,,,,
SS215P/E,Grouper,default,,SS215P /E,SS215P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F15T8,,,,,,,,,,,,,,
SS215PLA/A,Grouper,default,,SS215PLA /A,SS215PLA,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FT18W/2G11,,,,,,,,,,,,,,
3M10468,Grouper,default,,SS215PWS /A,SS215PWS,M10468,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/60(2)FTB15  V2",60,71.95, $ 71.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T9 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FTB15,,,,,,,,,,,,734832012329,,
SS215RC/A,Grouper,default,,SS215RC /A,SS215RC,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F15T8,,,,,,,,,,,,,,
SS215RCLA/A,Grouper,default,,SS215RCLA /A,SS215RCLA,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,,,
3M10469,Grouper,default,,SS219P /A,SS219P,M10469,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/60(2)F18T8  V2",60,61.95, $ 61.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F18T8,,,,,,,,,,,,734832012336,,
SS219P/B,Grouper,default,,SS219P /B,SS219P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   , Single ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"F18 30""",,,,,,,,,,,,,,
SS220/A,Grouper,default,,SS220 /A,SS220,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,,,
3M10470,Grouper,default,,SS22035 /A,SS22035,M10470,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,(2)F20T12 V2",50,76.95, $ 76.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,734832012343,,
SS22035/B,Grouper,default,,SS22035 /B,SS22035,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,,,
SS22035P/A,Grouper,default,,SS22035P /A,SS22035P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,,,
SS22036/A,Grouper,default,,SS22036 /A,SS22036,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,,,
SS220P/A,Grouper,default,,SS220P /A,SS220P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F20T12,,,,,,,,,,,,,,
SS220RCWS/A,Grouper,default,,SS220RCWS /A,SS220RCWS,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 , T9 ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC6T9,,,,,,,,,,,,,,
SS22235PWS/A,Grouper,default,,SS22235PWS /A,SS22235PWS,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC8T9,,,,,,,,,,,,,,
SS222P/A,Grouper,default,,SS222P /A,SS222P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC8T9,,,,,,,,,,,,,,
3M10474,Grouper,default,,SS222PWS /A,SS222PWS,M10474,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/60(2)FC8T9  V2",60,74.95, $ 74.95 ,,Leads both ends,Preheat Self ,Series,,2,  2 , T9 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC8T9,,,,,,,,,,,,734832012381,,
3M10475,Grouper,default,,SS222PWS /B,SS222PWS,M10475,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/60(2)FC8T9  V2",60,65.95, $ 65.95 ,,Leads both ends,Preheat Self ,Series,,2,  2 , T9 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC8T9,,,,,,,,,,,,734832012398,,
SS222PWS/C,Grouper,default,,SS222PWS /C,SS222PWS,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 , T9 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,FC8T9,,,,,,,,,,,,,,
3M10476,Grouper,default,,SS2258 /A,SS2258,M10476,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/60(2)GPHU22 V2",60,54.95, $ 54.95 ,,Leads both ends,Preheat Self ,,,2,  2 , Germicidal , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,GPHU22,,,,,,,,,,,,734832012404,,
SS225825P/A,Grouper,default,,SS225825P /A,SS225825P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   , Single ,220,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T12,,,,,,,,,,,,,,
SS225825P/B,Grouper,default,,SS225825P /B,SS225825P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,50,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T12,,,,,,,,,,,,,,
SS225826P/A,Grouper,default,,SS225826P /A,SS225826P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T12,,,,,,,,,,,,,,
SS225826P/B,Grouper,default,,SS225826P /B,SS225826P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,220,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T12,,,,,,,,,,,,,,
SS225836P/A,Grouper,default,,SS225836P /A,SS225836P,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,230,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T8BL,,,,,,,,,,,,,,
3M10477,Grouper,default,,SS225845P /A,SS225845P,M10477,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,240/50(2)F25T8BLV2",50,80.95, $ 80.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,240,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T8BL,,,,,,,,,,,,734832012411,,
1M10093,Grouper,default,,SS2258P /A,SS2258P,M10093,simple,3, Searchable ,,  1 , 1 ,25,25,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 F25T8 Linear Lamps, Preheat Self Start, 120Vac, 60Hz, Normal Ballast Factor, NPF",60,785.50, $ 31.42 ,,Leads both ends,Preheat Self ,DK, DK ,2,  2 , T8 , Yes , No ,  -   ,,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,6.44,1.91,1.41,  -   ,  -   ,1.90,,,,,F25T8,,,,,,,,,,,,,,
2M10093,Grouper,default,,SS2258P /A,SS2258P,M10093,simple,3, Searchable ,,  4 ,2,6W,6,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 F25T8 Linear Lamps, Preheat Self Start, 120Vac, 60Hz, Normal Ballast Factor, NPF",60,229.95, $ 38.33 ,,Leads both ends,Preheat Self ,DK, DK ,2,  2 , T8 , Yes , No ,  -   ,,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,6.44,1.91,1.41,  -   ,  -   ,1.90,,,,,F25T8,,,,,,,,,,,,734832007370,,
3M10093,Grouper,default,,SS2258P /A,SS2258P,M10093,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 F25T8 Linear Lamps, Preheat Self Start, 120Vac, 60Hz, Normal Ballast Factor, NPF",60,43.95, $ 43.95 ,,Leads both ends,Preheat Self ,DK, DK ,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,6.44,1.91,1.41,  -   ,  -   ,1.90,,,,,F25T8,,,,,,,,,,,,734832007387,,
5M10093,Grouper,default,,SS2258P /A,SS2258P,M10093,simple,3, Searchable ,,  2 ,5,10,10,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast for 2 F25T8 Linear Lamps, Preheat Self Start, 120Vac, 60Hz, Normal Ballast Factor, NPF",60,212.95, $ 21.30 ,,Leads both ends,Preheat Self ,DK, DK ,2,  2 , T8 , Yes , No ,  -   ,,120,Normal,,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,6.44,1.91,1.41,  -   ,  -   ,1.90,,,,,F25T8,,,,,,,,,,,,,,
SS2258P/B,Grouper,default,,SS2258P /B,SS2258P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T8,,,,,,,,,,,,,,
SS2258P/C,Grouper,default,,SS2258P /C,SS2258P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T8,,,,,,,,,,,,,,
SS2258P/D,Grouper,default,,SS2258P /D,SS2258P,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,Preheat Self ,,,2,  2 , T8 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T8,,,,,,,,,,,,,,
3M10478,Grouper,default,,SS225P /B,SS225P,M10478,simple,4, Both ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Magnetic,"Fluorescent mBallast,NPF,120/6(2)F25T12  V2",60,59.95, $ 59.95 ,,Leads both ends,Preheat Self ,,,2,  2 , T12 , Yes , No ,  -   ,  -   ,120,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F25T12,,,,,,,,,,,,734832012428,,
SS24VAC268/A,Grouper,default,,SS24VAC268 /A,SS24VAC268,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2,  2 ,  -   ,  -   ,  -   ,  -   ,  -   ,240,Normal,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,"F6T5, F8T5",,,,,,,,,,,,,,
ES275120TP/C,Grouper,default,,ES275120TP /C,ES275120TP,NA,simple,3, Searchable ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2, 2 , T12 ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T12,,,,,,,,,,,,,,
ES296120TP/C,Grouper,default,,ES296120TP /C,ES296120TP,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2, 2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T12,,,,,,,,,,,,,,
ES296120TPHO/C,Grouper,default,,ES296120TPHO /C,ES296120TPHO,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,,,,,2, 2 ,  -   ,  -   ,  -   ,  -   ,  -   ,120,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T12HO,,,,,,,,,,,,,,
ES296277TP/C,Grouper,default,,ES296277TP /C,ES296277TP,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,Leads both ends,,,,2, 2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T12,,,,,,,,,,,,,,
ES296277TPHO/C,Grouper,default,,ES296277TPHO /C,ES296277TPHO,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Magnetic,,60,0.00, $ -   ,,,,,,2, 2 ,  -   ,  -   ,  -   ,  -   ,  -   ,277,,,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,,,,  -   ,  -   ,,,,,,F96T12HO,,,,,,,,,,,,,,
3P20072,Grouper,default,,IEL332T8120 /B,IEL332T8120,P20072         ,simple,3, Searchable ,,  5 ,3,1W,1,2,2,Discontinued,2,Limited,Leaded,Electronic,"Fluorescent eBallast, Instant Start, 2 or 3 lamp, T8 (F32T8), HPF, 120Vac., Consumer Rated, -18C Min Start Temp",47-63,12.95, $ 12.95 ,,Leads both ends,Instant ,Parallel,  1.03 ,2/3,  3 , T8 , Yes , No , 37-88 ,  -   ,120,High, 0.94-0.99 , 120 Â±10% , 0.14-0.75 , -18 (16 for Energy Saving Lamps) , A ,N," ANSI C62.41 , ANSI C82.11, ENERGY STAR , FCC PART 18 (Class B) , Class P, Type HL, Type 1 Outdoor  "," UL/935, CSA Certified (cUL) ",  -   ,  -   , 9.50 , 1.69 , 1.16 ,  8.88 ,  18.00 , 1.30 ,,,,,"F17T8, F17T8U, F25T8, F25T8U, F32T8, F32T8U, F40T8",,,,,,,,,,,"[""GE332120N"", ""WHCG3120T8IS"", ""KTEB2321ISN"", ""EP232IS120MC""]",734832004515,12A,
ISL332T8HEMV/A,Grouper,default,,ISL332T8HEMV /A,ISL332T8HEMV,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Instant ,Parallel,  1.03 ,2/3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,High,  0.94 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"F17T8, F25T8, F32T8, F32T8ES/28, F40T8", ISA332T8HEMV  /A, ISA332T8HEMV,P20167,,,,,,,,,,,
ISL332T8HEMVL/A,Grouper,default,,ISL332T8HEMVL /A,ISL332T8HEMVL,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Instant ,Parallel,  0.92 ,2/3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,High,  0.95 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"F17T8, F25T8, F32T8, F32T8ES/28, F40T8",,,,,,,,,,,,,,
ISL332T8MVW/B,Grouper,default,,ISL332T8MVW /B,ISL332T8MVW,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Instant ,Parallel,  1.03 ,2/3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,High,  0.94 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"F17T8, F25T8, F32T8, F40T8", ISA332T8HEMV  /A, ISA332T8HEMV  ,P20167,,,,,,,,,,,
ISS332T8HEMV/A,Grouper,default,,ISS332T8HEMV /A,ISS332T8HEMV,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Instant ,Parallel,  1.08 ,2/3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,High,  0.99 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"F17T8, F25T8, F28T8, F32T8, F32T8ES/25, F32T8ES/28, F32T8ES/30, F40T8",ISA332T8HEMV /A,ISA332T8HEMV,P20167,,,,,,,,,,,
ISS332T8HEMVH/A,Grouper,default,,ISS332T8HEMVH /A,ISS332T8HEMVH,NA,simple,4, Both ,,,,,,,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,,Instant ,Parallel,  1.42 ,2/3,  3 ,  -   ,  -   ,  -   ,  -   ,  -   ,120-277,High,  0.99 ,  -   ,  -   ,  -   ,  -   ,N,  -   ,  -   ,  -   ,  -   ,DK,DK,DK,  -   ,  -   ,DK,,,,,"F17T8, F25T8, F28T8, F32T8, F32T8ES/25, F32T8ES/28, F32T8ES/30, F40T8",,,,,,,,,,,,,,
ISS332T8HEMVL/A,Grouper,default,,ISS332T8HEMVL /A,ISS332T8HEMVL,NA,simple,4, Both ,,,,,,2,2,Discontinued,4,Unavailable,Leaded,Electronic,,50-60,0.00, $ -   ,,Leads both ends,Instant ,Parallel,  0.98 ,2/3,  3 , T8 , Yes , No , 33-77 , Multi ,120-277,High,  0.99 , 120-277 Â±10% , 0.13-0.63 , -18 (16 for Energy Saving Lamps) , A ,N,  -   ," UL/935, CSA Certified (cUL) ",  -   ,  -   ,DK,DK,DK,  -   ,  18.00 ,DK,,,,,"F17T8, F25T8, F28T8, F32T8, F32T8ES/25, F32T8ES/28, F32T8ES/30, F40T8",,,,,,,,,,,,,12B,
